user_id,year,genre,playtime
4545648,2013,Action,837
45514551,2014,Action,189
45514551,2015,Action,378
45544554455445,2014,Action,230
4563453467436754656677,2013,Action,96
45685748567857,2015,Indie,2997
45685748567857,2015,Simulation,2997
45826755958,2015,Indie,85839
45826755958,2015,Simulation,85839
46366536564574576346346546,2014,Action,46
4801,2013,Indie,1448
4801,2013,Simulation,1448
48226746,2014,Action,115325
486259317,2014,Action,330
486259317,2015,Action,110
4i20swagyolo69,2011,Action,500
4i20swagyolo69,2014,Action,1000
4i20swagyolo69,2015,Action,500
4mrtm,2014,Action,1833
4n631,2015,Indie,2112
4n631,2015,Simulation,2112
4nti-y0u,2015,Rpg,0
51041,2013,Action,7101
51041,2013,Indie,7101
51134243,2013,Action,44
51134243,2014,Action,176
51134243,2015,Action,44
512356,2012,Action,65880
519348245,2013,Indie,7104
519348245,2013,Simulation,7104
51centcorn,2014,Action,120
51centcorn,2015,Action,80
51jets,2015,Indie,1946
51jets,2015,Simulation,1946
527788235,2014,Action,5590
527788235,2015,Action,1118
53112195114,2014,Indie,1420
53112195114,2014,Simulation,1420
5343039,2015,Action,0
535346456636,2014,Indie,25041
535346456636,2014,Simulation,25041
535346456636,2015,Indie,25041
535346456636,2015,Simulation,25041
5400540054005400,2013,Indie,2469
5400540054005400,2013,Simulation,2469
5400540054005400,2014,Indie,1646
5400540054005400,2014,Simulation,1646
54263144,2015,Indie,9357
54263144,2015,Simulation,9357
544183980,2015,Action,12231
54546545,2014,Indie,4212
54546545,2014,Simulation,4212
54678907652,2014,Indie,2528
54678907652,2014,Simulation,2528
54678907652,2015,Indie,1896
54678907652,2015,Simulation,1896
548547248072804,2013,Action,131
548547248072804,2014,Action,262
55432147,2015,Action,2126
558092,2014,Action,575
58077979,2014,Indie,72881
58077979,2014,Simulation,72881
58254410,2012,Action,1417
58254410,2015,Action,1417
5856565456564,2013,Action,284
5856565456564,2015,Action,568
58981044,2014,Action,202
5975,2014,Action,43
5spooky420me,2014,Rpg,18
5yearoldrexrex111,2012,Action,835
60324133769,2012,Action,101306
60324133769,2013,Action,101306
61241571,2015,Action,9
6294421419,2013,Indie,73116
6294421419,2013,Simulation,73116
63718432421321321312,2014,Action,13876
63718432421321321312,2015,Action,27752
6435677448,2015,Indie,9347
6435677448,2015,Simulation,9347
64512328,2015,Strategy,192
64574574574744,2013,Indie,722
64574574574744,2013,Simulation,722
64574574574744,2014,Indie,1444
64574574574744,2014,Simulation,1444
64723864,2014,Action,899
657475591245,2014,Indie,1982
657475591245,2014,Simulation,1982
6592,2014,Action,4556
66083299,2011,Rpg,0
66083299,2015,Rpg,0
66666669999999,2015,Action,0
666slayerr666,2014,Action,0
66839427,2014,Simulation,78
66839427,2014,Strategy,78
66d,2014,Indie,557
66d,2014,Simulation,557
6738497298564377854673421,2015,Action,80
678rtv45,2015,Action,4160
67samjosh,2015,Indie,325
67samjosh,2015,Simulation,325
69133709,2015,Indie,4811
69133709,2015,Simulation,4811
692412341234,2014,Indie,4606
692412341234,2014,Simulation,4606
6935,2013,Indie,14704
6935,2013,Simulation,14704
6935,2014,Indie,7352
6935,2014,Simulation,7352
6935,2015,Indie,14704
6935,2015,Simulation,14704
694201337694201337,2013,Action,64
694201337694201337,2015,Action,64
696969696969699,2015,Indie,260
696969696969699,2015,Simulation,260
69_420_bl41e_fgt,2014,Action,3665
69bmw,2015,Indie,23038
69bmw,2015,Simulation,23038
6dighero,2015,Action,1228
6ex6ex6ex,2014,Action,26
711armageddoncarmageddon,2015,Action,735
71251241,2014,Indie,117390
71251241,2014,Simulation,117390
71251241,2015,Indie,293475
71251241,2015,Simulation,293475
723943123,2014,Action,2034
723943123,2015,Action,8136
72947282842,2015,Action,69
72947282842,2015,Adventure,69
737911,2014,Indie,1866
737911,2014,Simulation,1866
737911,2015,Indie,933
737911,2015,Simulation,933
739567275,2013,Action,24
739749287981,2015,Indie,1947
739749287981,2015,Simulation,1947
748237482374284792,2015,Action,663
74987000,2013,Indie,17998
74987000,2013,Simulation,17998
74987000,2014,Indie,35996
74987000,2014,Simulation,35996
74987000,2015,Indie,8999
74987000,2015,Simulation,8999
7515953,2014,Indie,51384
7515953,2014,Simulation,51384
7515953,2015,Indie,51384
7515953,2015,Simulation,51384
75791513,2014,Indie,48838
75791513,2014,Simulation,48838
75k12,2014,Indie,2580
75k12,2014,Simulation,2580
75k12,2015,Indie,1290
75k12,2015,Simulation,1290
76561197960288186,2014,Action,0
76561197960438497,2015,Action,118
76561197960467275,2014,Action,0
76561197960743001,2015,Action,1
76561197961124706,2015,Action,0
76561197961464265,2014,Action,0
76561197961718947,2015,Action,1220
76561197962025274,2015,Action,110
76561197963392788,2014,Action,31
76561197963455626,2014,Action,121
76561197963455626,2015,Action,121
76561197963469414,2014,Action,6354
76561197963759246,2015,Action,0
76561197964316999,2014,Action,0
76561197964317648,2015,Action,1110
76561197964402427,2014,Action,4650
76561197964753680,2014,Action,0
76561197964876290,2014,Action,116
76561197965059579,2014,Action,7514
76561197965144435,2015,Action,0
76561197965205416,2015,Action,62
76561197965208032,2015,Action,0
76561197965224231,2014,Action,965
76561197965224231,2015,Action,965
76561197965668941,2013,Action,17390
76561197966298550,2015,Action,264
76561197966587792,2015,Action,0
76561197966590415,2015,Action,0
76561197966604253,2014,Action,0
76561197966647905,2014,Action,3857
76561197966764681,2014,Action,1
76561197966979423,2015,Action,131
76561197967253452,2015,Action,6
76561197967708845,2014,Action,0
76561197968167449,2014,Action,6
76561197968167449,2015,Action,18
76561197968205306,2014,Action,24
76561197968305777,2015,Action,0
76561197968515654,2015,Action,0
76561197968819806,2014,Action,4
76561197968887720,2015,Action,2
76561197969020980,2013,Action,0
76561197969020980,2014,Action,0
76561197969020980,2015,Action,0
76561197969314107,2011,Action,0
76561197969314107,2012,Action,0
76561197969314107,2013,Action,0
76561197969314107,2014,Action,0
76561197969314107,2015,Action,0
76561197969434273,2013,Action,0
76561197969434273,2014,Action,0
76561197969599867,2015,Action,17
76561197969663913,2013,Action,18900
76561197969800840,2015,Action,0
76561197969868617,2013,Action,13
76561197970097668,2015,Action,0
76561197970148466,2015,Action,0
76561197970317038,2013,Action,0
76561197970317038,2014,Action,0
76561197970528598,2015,Action,1580
76561197970542592,2014,Action,216
76561197970542592,2015,Action,108
76561197970551076,2014,Action,0
76561197970565267,2013,Action,805
76561197970565267,2015,Action,1610
76561197970580235,2015,Action,268
76561197970723780,2014,Action,274
76561197970724420,2011,Action,408
76561197970767761,2014,Action,692
76561197970812298,2013,Action,4797
76561197970895200,2014,Action,65
76561197970972400,2014,Action,946
76561197970972400,2015,Action,1419
76561197970982479,2011,Action,12
76561197971059162,2013,Action,250
76561197971059162,2014,Action,125
76561197971077817,2013,Action,102
76561197971119511,2013,Action,670
76561197971119511,2015,Action,335
76561197971285616,2014,Action,60
76561197971285616,2015,Action,120
76561197971336570,2015,Action,0
76561197971402201,2014,Action,296
76561197971440875,2015,Action,0
76561197971470597,2015,Action,794
76561197971541516,2015,Action,0
76561197971591275,2015,Action,1274
76561197971725163,2015,Action,2208
76561197971851704,2015,Action,372
76561197971917242,2015,Action,117
76561197971933349,2014,Action,110
76561197971933349,2015,Action,110
76561197972180709,2015,Action,1437
76561197972261430,2014,Action,250
76561197972261430,2015,Action,125
76561197972361546,2013,Action,484
76561197972361546,2014,Action,484
76561197972384083,2013,Action,0
76561197972452208,2013,Action,0
76561197972452208,2015,Action,0
76561197972468339,2013,Action,22
76561197972758795,2015,Action,1943
76561197972797551,2014,Action,0
76561197972911511,2014,Action,48
76561197972911511,2015,Action,192
76561197973196808,2014,Action,901
76561197973688926,2015,Action,0
76561197973942939,2014,Action,135
76561197973942939,2015,Action,45
76561197974036386,2015,Action,0
76561197974500703,2010,Action,3582
76561197974500703,2011,Action,5373
76561197974500703,2012,Action,7164
76561197974754753,2015,Action,0
76561197974804604,2015,Action,0
76561197974875094,2013,Action,1534
76561197974875094,2014,Action,767
76561197975867686,2014,Action,0
76561197975867686,2015,Action,0
76561197975959500,2015,Action,0
76561197976163348,2014,Action,1960
76561197976163348,2015,Action,392
76561197976177356,2011,Action,0
76561197976177356,2014,Action,0
76561197976370569,2015,Action,0
76561197976404001,2013,Action,1356
76561197976404001,2014,Action,904
76561197976404001,2015,Action,452
76561197976546912,2015,Action,1
76561197976652491,2014,Action,4002
76561197976922181,2015,Action,2468
76561197976933723,2013,Action,86
76561197976939762,2015,Action,288
76561197976984468,2015,Action,80
76561197977001876,2013,Action,242
76561197977051585,2014,Action,68238
76561197977246575,2014,Action,9511
76561197977316974,2015,Indie,1483
76561197977316974,2015,Simulation,1483
76561197977507720,2014,Action,128
76561197977543317,2014,Action,0
76561197977544920,2012,Action,282
76561197977544920,2013,Action,141
76561197977705860,2013,Action,706
76561197977705860,2014,Action,706
76561197977705860,2015,Action,706
76561197977799906,2012,Action,846
76561197978024377,2010,Action,96
76561197978024377,2011,Action,288
76561197978409306,2015,Action,0
76561197978421438,2012,Action,3900
76561197978421438,2013,Action,3900
76561197978421438,2014,Action,1300
76561197979046612,2014,Action,3932
76561197979046612,2015,Action,3932
76561197979086508,2014,Action,480
76561197979086508,2015,Action,240
76561197979731785,2014,Action,12391
76561197979731785,2015,Action,24782
76561197979745311,2014,Action,0
76561197979796744,2011,Action,0
76561197979796744,2012,Action,0
76561197980184475,2012,Action,79356
76561197980188639,2015,Action,0
76561197980614542,2014,Action,3908
76561197980617560,2014,Indie,440
76561197980641293,2015,Action,3118
76561197980811624,2014,Action,273
76561197980886661,2014,Action,0
76561197981203305,2013,Action,344
76561197981203305,2014,Action,172
76561197981203305,2015,Action,172
76561197981277493,2014,Action,0
76561197981374310,2012,Action,0
76561197981381850,2015,Action,233
76561197981425218,2014,Action,190100
76561197981571612,2014,Action,209628
76561197981571612,2015,Action,628884
76561197981780630,2014,Action,18
76561197981957582,2015,Action,215
76561197982203533,2015,Action,0
76561197982363029,2015,Action,819
76561197982422966,2014,Action,0
76561197982587329,2013,Action,1560
76561197982587661,2013,Action,203
76561197982587661,2014,Action,609
76561197982587661,2015,Action,406
76561197982665201,2014,Action,0
76561197982665201,2015,Action,0
76561197982685987,2013,Action,0
76561197982685987,2014,Action,0
76561197982685987,2015,Action,0
76561197983127652,2014,Action,145
76561197983127652,2015,Action,145
76561197983745201,2014,Action,0
76561197983745201,2015,Action,0
76561197983875214,2015,Action,0
76561197984211461,2014,Action,0
76561197984271449,2014,Action,121
76561197984327467,2015,Action,45732
76561197984390941,2012,Action,1942
76561197984390941,2014,Action,971
76561197985031488,2015,Action,1091
76561197985191301,2013,Action,299
76561197985191301,2014,Action,897
76561197985191301,2015,Action,299
76561197985389455,2011,Action,0
76561197985389455,2013,Action,0
76561197985389455,2015,Action,0
76561197985512782,2014,Action,1
76561197985512782,2015,Action,4
76561197985634755,2015,Action,6387
76561197985797191,2011,Action,82
76561197985797191,2012,Action,82
76561197986144369,2015,Action,38
76561197986468427,2014,Action,462
76561197986529825,2015,Action,1181
76561197986552181,2015,Action,678
76561197986617937,2014,Action,367
76561197986678875,2013,Action,826
76561197986678875,2014,Action,413
76561197986717785,2013,Action,37
76561197986717785,2014,Action,37
76561197986717785,2015,Action,74
76561197986891235,2014,Action,5623
76561197986964063,2013,Action,2070
76561197987307155,2015,Action,79515
76561197987442366,2014,Action,0
76561197987617385,2014,Action,2446
76561197987668797,2014,Action,5186
76561197987677576,2013,Action,0
76561197987786431,2015,Action,1028
76561197988062821,2015,Action,77
76561197988318026,2010,Action,1856
76561197988397124,2015,Action,1
76561197988762135,2010,Action,119
76561197988762135,2011,Action,119
76561197988832553,2014,Action,0
76561197988840650,2013,Action,1956
76561197988840650,2015,Action,1956
76561197988863895,2015,Action,267
76561197989039660,2014,Action,154
76561197989615671,2015,Action,550
76561197989691928,2014,Action,105019
76561197989699885,2014,Action,0
76561197989723505,2014,Action,25017
76561197989723505,2015,Action,50034
76561197989883424,2014,Action,80
76561197989894094,2014,Indie,1242
76561197989894094,2014,Simulation,1242
76561197990027470,2013,Action,13216
76561197990027470,2014,Action,13216
76561197990029377,2015,Strategy,0
76561197990117063,2013,Action,37
76561197990267442,2015,Racing,473
76561197990498142,2013,Action,726
76561197990498142,2014,Action,1452
76561197990505840,2015,Action,0
76561197990577342,2014,Action,682
76561197990596976,2015,Action,8206
76561197990782367,2014,Action,0
76561197990895276,2014,Action,17
76561197990895276,2015,Action,17
76561197990926687,2015,Action,3450
76561197990926687,2015,Rpg,3450
76561197990997704,2014,Action,6938
76561197991249235,2014,Strategy,5321
76561197991249235,2015,Strategy,26605
76561197991329759,2012,Action,558
76561197991329759,2013,Action,558
76561197991329759,2015,Action,1116
76561197991633595,2014,Action,19676
76561197991723203,2015,Action,80
76561197991787618,2015,Action,0
76561197991827492,2015,Action,1938
76561197991856503,2011,Action,17
76561197991856503,2013,Action,17
76561197991872030,2014,Action,2004
76561197992227006,2013,Action,5
76561197992227006,2014,Action,5
76561197992227006,2015,Action,5
76561197992272514,2014,Action,425
76561197992622789,2015,Action,12022
76561197992681922,2015,Casual,2984
76561197992709045,2013,Indie,6442
76561197992709045,2013,Simulation,6442
76561197992755277,2013,Action,1738
76561197992755277,2013,Strategy,1738
76561197992755277,2014,Action,2607
76561197992755277,2014,Strategy,2607
76561197992809369,2015,Action,0
76561197992809369,2015,Rpg,0
76561197992870209,2011,Action,73
76561197992870209,2015,Action,73
76561197992910116,2013,Action,1812
76561197992910116,2014,Action,9060
76561197993052158,2014,Action,56
76561197993077385,2014,Action,432
76561197993114886,2015,Action,0
76561197993160547,2014,Action,91
76561197993210440,2015,Action,451
76561197993210440,2015,Adventure,451
76561197993255329,2015,Action,0
76561197993274093,2014,Action,31
76561197993274093,2015,Action,93
76561197993412979,2014,Casual,0
76561197993494697,2015,Action,770
76561197993654066,2015,Action,83
76561197993703392,2015,Action,13731
76561197993725260,2014,Action,2172
76561197993759720,2014,Action,1306
76561197993759720,2015,Action,653
76561197993847898,2014,Indie,28290
76561197993847898,2014,Simulation,28290
76561197993847898,2015,Indie,28290
76561197993847898,2015,Simulation,28290
76561197993896367,2013,Action,12
76561197993896367,2013,Rpg,12
76561197993896367,2014,Action,12
76561197993896367,2014,Rpg,12
76561197994101386,2015,Action,0
76561197994108307,2013,Action,2826
76561197994196557,2014,Action,1539
76561197994242039,2014,Action,731
76561197994404273,2015,Indie,110
76561197994404273,2015,Simulation,110
76561197994404698,2011,Action,1274
76561197994404698,2012,Action,1274
76561197994404698,2013,Action,3822
76561197994493402,2014,Action,1037
76561197994493402,2015,Action,1037
76561197994573217,2015,Action,33621
76561197994640892,2011,Action,4199
76561197994640892,2013,Action,16796
76561197994733323,2015,Indie,5674
76561197994733323,2015,Simulation,5674
76561197994830976,2015,Action,2534
76561197994920291,2014,Indie,16677
76561197994920291,2014,Simulation,16677
76561197994950912,2014,Action,0
76561197994995559,2014,Action,486
76561197995098683,2010,Action,745
76561197995098683,2014,Action,745
76561197995165843,2015,Action,701
76561197995192202,2013,Action,6349
76561197995284337,2015,Action,470
76561197995338574,2012,Action,16189
76561197995338574,2014,Action,16189
76561197995418864,2014,Action,1252
76561197995418864,2015,Action,626
76561197995484188,2014,Action,0
76561197995939652,2013,Indie,38182
76561197995939652,2013,Simulation,38182
76561197995939652,2014,Indie,38182
76561197995939652,2014,Simulation,38182
76561197996092338,2012,Action,0
76561197996156672,2014,Action,0
76561197996156672,2015,Action,0
76561197996262501,2014,Indie,35970
76561197996262501,2014,Simulation,35970
76561197996328974,2014,Action,923
76561197996328974,2015,Action,923
76561197996426485,2014,Action,58
76561197996426598,2013,Action,3516
76561197996426598,2013,Rpg,3516
76561197996524718,2014,Action,331
76561197996524718,2015,Action,331
76561197996569986,2013,Action,5137
76561197996571086,2015,Action,21831
76561197996744185,2013,Action,1158
76561197996744185,2014,Action,3474
76561197996744185,2015,Action,1158
76561197996802983,2015,Action,0
76561197996932711,2014,Action,7741
76561197996935989,2014,Action,274
76561197996992703,2014,Action,1971
76561197996992703,2015,Action,1971
76561197997129113,2014,Action,1840
76561197997129113,2015,Action,920
76561197997197174,2013,Strategy,57
76561197997197174,2014,Strategy,57
76561197997197174,2015,Strategy,114
76561197997238293,2015,Action,752
76561197997633623,2013,Action,119
76561197997633623,2014,Action,476
