user_id,item_id
76561198084698198,4000
76561198104393251,4000
Borne901,10
Redsncrimson,4000
76561198151910904,4760
H1dd3nt3rr0r,220
76561198071214618,240
76561198115115631,240
Sisiiik,6860
76561198071175142,4000
T8s,10180
Pikawuu2,4000
Sammeh00,4000
Godlike_bot,240
Dpswaffles,4000
Noobfighter,17300
Michaelele,240
76561198045754869,240
76561198076098774,240
76561198074963071,4000
76561198048417105,220
76561197989175394,240
76561198090842891,4000
76561198058706736,2620
76561198055767971,240
76561197998052647,4000
Adohya343,300
76561198145436942,4000
3xotic26,220
Iamthetrashlord,300
Nothingheretrustme,4000
76561198071253729,4000
3dster,4000
76561198041808338,4000
76561198016685643,220
76561198079990063,240
Forty-nine,4000
76561198051017916,400
L4m1nas,240
Emurphy8,4000
76561198096766604,4000
Sephirical,4000
76561197995322437,220
Imsojipper,300
76561198096220900,4000
76561198084542731,220
Fullswag0to100realquick,240
76561198102121026,338170
76561198103671881,4000
Mrpfresh,10
Gamerfag,10
76561197970628046,220
76561198013858002,3910
76561198058570014,240
76561198045133986,220
76561198002820828,4000
Chidori_647,10
76561198092227136,10
Hellcat59,4000
76561198007584361,4000
Tbimperator,3920
Allahu_akbar666,4000
Ulramite,220
76561198080534850,240
-gm-dragon,10
Leorocksace,4000
76561198054040292,4000
76561198155458511,4000
I_did_911_just_saying,4000
76561198077035732,105600
76561198072625764,4000
A_je_100,105600
Imagoatieatpoo,17390
750805,15700
76561198080881726,4000
Thatishayden,240
Flabbernackle,4000
Diabeticfuck,300
Magicalpony,109600
76561197962104795,10
76561198054465623,4000
76561198074257942,1520
Aaropro,4000
Aaron_ggf,10
Abiam,4000
76561198037346576,22330
Frankowalker,4000
Lightfootsword7,20
Dadanman,4000
Saltthew0und,4000
Express157,220
76561198074644990,240
76561198064304806,4000
3456457568,240
Tomoemamiewe,4000
76561198057086148,4000
Acidius99,4000
76561198067150343,4000
Acorn13,240
Adamcookie,240
Addzythebaddzy,320
76561197997824340,2400
76561198076154360,4000
76561198055524901,550
Mradobe7,220
Zomboy151,3830
76561198167207237,4000
Cancerkek,2590
Matto1499,240
76561198073508075,4000
76561198090899557,4000
76561198072468669,550
Advancebest,240
Advenger95,70
Endathallow,4000
76561198060820384,4000
76561198063624801,240
Aeryal,4000
Vault_brothers,4000
After2night,4000
76561198029090446,220
76561197968819541,10
76561198015968275,4000
Defender_10,4000
Agiegamma,220
76561198082614708,4000
76561198066465411,4000
Agronoth,4000
Unholyfallenangel,240
Ricardio556,220
Madgamerzzz,4000
76561198068565589,4000
Slutonthespit,4000
Westygaming,10
Naruseairia,220
76561198265081359,105600
76561198046844795,240
76561198067713802,320
76561198187212131,4000
Rjh91,4000
Alansiulun,12120
Albolah,4000
76561198003056556,70
76561198063941075,220
76561198088886304,19900
Maxpaynepillkiller,3830
76561198056092813,240
76561198095481910,1250
76561198089024454,240
76561198034129825,320
Tninjat,240
76561198068935240,6910
76561198036955150,240
76561198018840908,240
Alkalinedeath,2600
76561198075935236,220
Jupeter117,4000
Gsgg,220
76561198075258452,240
Jesusunholy,4000
Mintifreshbadger,300
Alpacarevolution,4000
76561197996305896,4000
Alphabryn444,4000
76561198009001563,240
76561198016753953,4000
Smegmyfoodle,4000
Altas2011,4000
Silentbroadcaster,4000
76561198057869849,240
Lol_ursuchanoob,240
Rhysf,240
76561198098156489,4000
76561198040021446,1250
76561198035890730,4000
Amv72,10
76561198069170979,240
76561198085956238,70
76561198132540690,2500
711armageddoncarmageddon,240
76561198058301224,1900
76561198055326484,20
76561198034868596,240
Ancientblade,17480
Andraison,10
76561198048401235,220
76561198050465176,220
76561198026258913,4000
76561198069560699,240
76561198099625419,220
Someone6245,70
76561198084032274,4000
76561198030772859,4000
Angrovar,4000
Angryainsley,4000
76561198069005048,1250
-animeismything-,240
Uradumbtit,70
76561198037038784,3830
Ikillnoobsfirst,240
76561198037888300,15620
Operationblueberry,4000
1234865654,20
Antacy,4000
76561197992148038,320
76561198034942509,30
76561198032377745,4000
Capitaomurilao,4000
Apachehavoc,4000
Apexnz,4000
76561198039441595,10
76561198036687918,240
Apollopepsi,4000
Benjamin27,220
Appogetssuperadmin,4000
Arrive,4000
76561198071475367,4000
R3ap3r78,240
Aquilares,300
76561198065064829,10500
Xablauziitu,400
76561198012909706,220
Aarcanicuss,47810
Dragonchief,240
76561198040530605,4000
76561197974500703,220
76561198047185525,240
76561198067188826,4000
Arctictek,240
76561197974465310,220
Sweep6060,220
Bilyitu,29800
76561198088538797,240
76561198089844789,240
76561198072861800,4000
Deployablearchnagel,4700
Rotflmaoman,1520
76561198088670023,240
76561198081028176,3830
Armouredforbattle,108800
Armouredmarshmallow,4000
Darrenfordfalcon,4000
76561198020928326,70
76561198045570160,4000
Arockstar28,4000
Array71,240
76561198039874575,4000
Arronlim13,320
76561198042389215,4700
76561198006534186,9480
Artej96,4000
Artherdunger10,300
Mackus1011,240
76561198041877981,4000
Arzarnar,300
76561198089950447,4000
Darkmassieh,10
Asianturtlefrenzy,4000
Edmund28,4000
Blowjobsfurdayzandgayz,4000
76561198082992295,4000
Lalocadelosdulces,10
76561198096064761,105600
76561198064352761,4000
Assassin_warman,220
76561198019431054,4560
Astrelt,240
Bobjimmy007,1670
76561198091740831,4000
76561198095380303,9760
76561198052003136,4760
Omgihaveawebpage,10
Swish0009,240
76561198030943851,240
Aurora99,4000
76561198053071988,3920
Minionking,4000
76561198083375450,1700
Scroopy22,70
76561198076984454,4000
76561198091054851,240
Idestrix,10
Auzmoz,320
Auzzie_96,70
76561198009353440,300
76561198082020576,220
Fatrangacuntnolifevirgin,4000
76561198080015704,4000
76561198040602004,240
76561198064150679,240
76561198110293299,4000
Cam5699,240
De_triggered,4000
76561198071748311,4000
Azzydazzy,4000
76561198048900256,4000
Azrafael,10
-azsael-,2100
76561198076301023,4000
Arewefaded,4000
76561198065247809,17300
76561198086081043,240
Hoarbiscuit,10
Bohgeraltofrivia,4000
Teh-b-rad,4000
Baw_killer,10
Moriceplease,220
Gamerdude7892,4000
76561197970168558,10
Timothyshen,4000
76561198227794828,4000
2ez4medick,4000
76561198118595651,4000
Bbbirb,240
Agentxiri,107200
76561198018950738,220
Hamfritta,3300
76561198064579722,4000
Potatoskins,4000
Crispymemesmantheyremyfavourite,4000
76561198044593618,550
76561198074409406,240
76561198049617612,2600
H-alo,3920
76561198075444114,240
420blz,240
76561198076548816,240
76561198075039895,4760
Chillrend,4000
76561198218877443,273110
76561198070149038,550
76561197994407780,240
76561198035548591,4000
Gborges,4000
Lukeyturley,7940
Sergeantbash111,4000
76561198071872532,550
Polygoncloud,300
Zuera12,10
76561198043660058,4000
76561198095142204,7000
Bob_200,4000
76561198070735033,50
76561198018560501,240
76561198010642927,4000
76561198051148175,4000
76561198047208452,4000
Generalale,320
76561198027831921,4000
Brendoboy,4000
76561198071234254,4000
76561198165870150,4000
76561198083049918,21130
76561198072652548,220
Infixation,220
76561198071162228,4000
Brodo764,4700
76561198047304525,4000
76561198068855162,3910
76561197994969639,4000
76561198200015694,22300
76561198064016444,4000
Minecraft123,240
76561197960694096,10
Juanmansnipez,240
Ben_andy,2700
Bennysaputra,10
76561198067021476,240
76561198190487725,4000
76561198045071942,1900
76561198027081791,320
76561198027046431,4000
Ahahahahahahahahahahahahahahaha,4000
Bitchplese,4000
Too_1337,10
76561198069143001,240
76561198074755143,4000
Limabeansaregross,240
76561198075175410,4000
76561198045214274,11450
Kinglemon1222,4000
76561198050404009,220
76561198030636321,220
76561198007342405,240
76561198081885254,4000
Llamasinnigjamas,4000
76561198048370750,10
76561198035363871,70
Hummingsenpai,12120
Bioturdz,220
76561198018845815,15120
Chaaang,70
76561198056980314,4000
76561198077586769,4000
76561198043296029,4000
Bitmat,10
76561198028483487,220
Ghoster09,4000
76561198081496844,4000
180577,10
Blackheart,240
Barridos,10
76561198053775195,4000
Blackhawk611,220
Mrsalm0n,300
76561198039778856,4760
76561198035782795,240
76561198077278011,4000
76561197988863895,550
76561198007478325,2100
76561197988976770,320
76561198171166530,4000
Hbk1462,4000
76561198044500343,220
76561198057521157,240
76561198053766465,4500
76561198083368833,4000
Fhk,6860
76561198082282442,4000
Blue333,4000
76561198030735076,4000
Bluegills,10
76561198066253111,240
Rrbr,240
13lazer,300
76561198070259755,220
76561198044344399,4000
76561197999613236,300
Respekplox,4000
76561198062288797,8600
76561197989449545,240
Bobseagull,240
Bobsterman,4000
76561198068305940,4000
Bonesdontrattlethem,20
76561198062403736,240
76561198073642113,240
76561198055648263,10
Boogs17,10
76561198086083118,240
76561198211433640,4000
Ilyjoepoe,4000
Mantrouminati,4000
Gameguilder,4000
76561198064747645,220
Samoanturtle,4000
Booyahoo,240
76561198049456280,3910
Knuckleface,240
76561198027225504,4000
Dicksoutforboromir,1250
Dropssdrop,6880
76561198041245503,4000
Kafugax,730
Probotsteve,8600
76561198094177304,4000
76561198069093971,240
76561198060697096,4000
76561197977543317,220
Boydo,10
Brutallegend69,4000
76561198007539695,20
76561198064026657,220
76561198024450886,4000
Saint556,10
Brayneeah,220
Xythesis,2400
76561198068581244,4000
Breadcommanderz,4000
76561198079362142,4000
Brettebear,4000
76561198040467357,240
Metiqu,3910
Restinspaghettineverforgetti,240
Spike_heart,240
Brocky0405,4000
76561198046094676,4560
76561198087095625,240
Vladimirputinisgreatman,10
76561198082582573,4000
76561198053917005,22370
76561198067729563,4000
76561198071647862,4000
Br0wni3,10
76561198088957798,4000
76561197988846047,10
Sdarkneeds,4000
Brutaka3,220
76561198065166613,240
1522188745,4000
76561198110065267,4000
Thebtb,1630
Moniquetron,240
76561198059167106,3830
76561198105270589,240
Notbudds,300
Trutle,4000
Bugsybro,4000
76561198041518533,70
76561197989359805,300
Uni-juan,4000
Jyep,4000
76561198025636863,300
76561197978008006,10
76561198074561346,240
76561198094074209,4000
76561198054155652,240
76561198036974255,3830
76561198020272265,240
743748734,17080
Burningcassette,220
R62153,4000
76561198087011672,4000
Busternut,4000
76561198075981950,10
76561198105846578,20
Butteryyy,4000
76561198079326390,220
76561198142749308,2610
897w463824638109276,220
Butterz,10
8789568,4000
76561198112547239,4000
Tongtel,240
Noblezinho,550
76561198097794993,4000
C13ge,70
C14m8s,220
1122305938,220
76561198069050565,4000
Cabjoy,3830
76561198082278758,4000
76561198053685392,220
Stormaggen,4000
Gusvu,15700
76561198059718900,240
Punixa,4000
76561198045679186,4000
76561198051084367,4000
76561198044402508,220
76561198081987102,4000
Calii,10
76561198084718144,70
76561198077034833,240
Calypto52,4000
Camduman,220
Camquarter,220
76561198056859428,4000
Aquelecaraqfazaquilo,300
Camothecomando,240
76561198079009374,2400
76561197992910116,240
Jonjon4351,220
76561198043609375,240
76561198039236799,240
Thepyrite99,240
76561198062276935,220
76561198097295378,240
76561198036996272,240
8m96,4000
76561198048121243,10
Captainvritras,20570
Conkerbirdy,10
76561198078194423,4000
76561198067657905,4000
76561198070072786,70
76561197966764681,10
76561198007988939,550
76561198067721589,220
Gsteambath,240
76561198049715896,240
76561197996092338,10
Carouserwhite,220
76561198077709322,10
76561198045631910,13230
76561198063633577,4000
76561198060576252,34030
76561198078670623,4000
Lord_casso,4000
76561198058789410,3910
76561198050876555,20900
76561198059948130,4000
76561198038766477,4700
76561198070087725,240
76561198042335464,3920
Azkhernan123,10
76561198052180785,300
Fsfs546hd,300
Cccorye,240
76561198045283919,4000
76561198081438874,4000
76561198078509867,240
76561198046848291,240
Weabdestoryer,4000
76561198072411281,4000
Crazygiraffe71,220
76561198240923172,220
Cgoober2000,240
Chacob,220
24902,4000
Chalkmetal,15100
Kggj,240
Asdasdfsadgdfhfgjggj,4000
76561198060996316,220
Elheat,220
Elementalgodchaos,3320
76561198077997574,300
76561198081095968,4000
76561198065784635,220
76561197971917242,220
Melonmaniac,4000
76561198083201608,4000
76561198048491595,4000
76561198074108172,730
76561198028094250,4000
Mexz1999,220
Ichmaskung,4000
Hoxtonpleasedontsueme,220
76561198051215704,30
Cheetahpocalypse,4000
76561198067182841,4000
Axzothrift,4000
76561198066003101,70
76561198283109848,220
76561197960281419,10
Chermoil,70
Urtle1,240
76561198049867810,300
Harharharharhar,4000
76561198074235306,220
Pussyhunter121,4000
76561198077733060,4000
Dimsums,1250
76561198091638558,240
76561198076375452,220
76561198040845885,220
Chicken_tonight,240
Chidvd,10
76561198056960847,4570
76561198024006038,2620
Chillifuzzball,220
76561197994523427,220
76561198052700471,2100
76561198097450390,4000
76561197981448997,220
76561198064984988,220
Aerpub,2100
76561198078733772,4000
76561198061273070,4000
Isiswannabe,240
Smeshdoge,6860
Chockie,240
76561198065663269,240
76561197961840584,10
Chronoris,105600
76561198080622032,109600
76561198037342853,240
76561198060835696,1670
Harrisonnorris,240
Zaper151,10
76561198018913829,220
Strikeraustralia,10
Pongping7,4000
76561198142474106,4000
Los_shmurdos,220
Ciborg2000,220
Mikinmash,70
76561198060510583,220
76561198074561107,2200
76561197976842635,220
76561198046034574,240
76561198005413640,240
Officialsenix,240
Mike14476,220
Kelby003,20
Mattress121,300
Clawz3z,4000
76561198079650317,220
76561198071207551,240
76561198061039259,220
Climax2005,4000
76561198074202726,4000
76561198074347537,240
76561198084239790,4000
76561198082626118,4000
Surfchicken,4000
76561198091507052,4000
Clouwolf,4000
76561198043339975,240
69bmw,4000
76561198067414480,2400
76561198078246064,4000
Iamshingo,4000
76561198077538653,10500
Sirparadiselost,240
76561198064841423,1250
Deerunken,320
Rafantasma,4000
76561198079756695,4000
Minguscannon,3830
Supermansocks17,3920
76561198061456632,240
76561198049614185,4000
76561198046958203,4000
76561198135044903,50
76561198037893945,4700
Combatdiddle,4000
76561198026344945,70
Jichaelcoaching,220
Compoblue,240
Freshlysqueezedorangejukes,220
76561198073807760,300
76561198069839577,240
76561198172099661,4000
Conjuredmadness,220
Cookieblade,220
Coolslayer666,240
218939137821738213127983,20
76561198072445092,240
76561198051864639,4000
Coolbolt1337,4000
Cheese_is_illuminati,220
Ndrss,2500
76561198081677554,4000
Gamercubeeyes,240
76561198091515229,70
Notjustanyorange,220
Cosmonaut123456789,70
76561197971591275,220
76561198065379833,4000
76561198067923747,240
76561198086931177,240
Thecheekyone,240
Cow666,4000
76561198023630372,220
76561198107928649,4000
76561198056352983,4700
-uplink-,4000
76561198104404617,240
76561198076906240,4000
76561198083468887,240
76561198071955492,4000
76561198073799272,4000
Bruhbruhxd,240
Skavenshere,4000
Crazymac123,240
76561198050299999,4000
Thunderfuckers,320
76561198135673978,4000
76561198045148546,300
76561198077244610,4000
76561198063850360,4000
76561198069905942,4000
76561198019273712,4000
76561198080465715,240
76561198079372619,4000
76561198029895140,220
76561198004738568,2600
76561198087693951,12810
Crimsonstormftw,1520
Cripla66,300
76561198064305132,240
Crosph,70
76561198067214601,240
76561198017913139,1900
Oldleakyboat,10
Ssaanneess,220
Mauledbyabear,240
Fatkris,300
Cruzercru,320
Getyourmarsbar,220
Cryinghyena,4000
76561198065836276,4000
76561198053521572,240
76561198019737834,400
76561198107811819,4000
Aweoplopo,4000
76561198042921883,4760
Kanekicg,4000
76561198048024738,220
Czechit,10
76561198084976671,240
Cupcake7412,4000
76561198005096571,240
76561198080459808,300
Custardgun,10
76561198106478135,4000
76561198054793721,4000
The_art_of_feeding,240
Jellybeanos,1630
Cynex_,4000
76561198039197193,240
76561198060007427,6910
76561197996190797,4000
76561197995146150,10
76561198064374976,4000
76561198082559637,220
Dka013,3920
76561198069345625,220
76561198046589082,4000
D00ms,4000
76561198059201575,4000
76561198084697776,4000
76561198060901683,4000
Daunknownman2010,10
76561198074763789,70
76561198093384503,4000
Dabluice,3920
Blitzgames,10
76561198045342815,4000
76561198025075751,20
Daftytm,10
76561198080199570,4000
76561197992227006,240
Dakker,10
76561198070775610,4760
76561198012514677,4000
76561198048133063,70
76561198053111161,4000
76561198070562447,240
76561198062767893,300
Misterross,240
Mainkradxdxdx,4000
76561198101576470,220
76561198060104521,4000
76561198077033323,240
Tomasives,220
Dante69123,4000
Dantress,50
Whatsupyoutubeimethanbradberry,4000
76561198082590151,4760
Daretheseal,220
Blackcheeze,3920
6dighero,10
76561198068040902,204360
Darkdragonforce,240
76561198044594262,4000
76561198136941803,4000
76561198051001315,240
76561198021814659,240
76561198078913614,4000
Supedarkone,20
76561198114824153,4000
Bobrossjpegexe,220
Blablabla174,4000
Fatppl,220
Dathrius85,220
Datts,4000
76561198039026116,240
76561198025464161,70
76561198082545803,4000
Ziggypolvoestelar,4000
76561198115099755,4000
76561198046045640,30
76561198011337408,8500
Daxzl,4000
76561198047080140,22300
76561198067158459,220
Catzbread,4000
76561198195091390,22380
76561198061136470,4000
Damayo,70
76561198084697858,4000
76561198008827809,3830
Utatokyoghoul,240
Shervey1,240
Yugm,4000
Dblddr,4000
Deathbreath220,2500
76561198086476823,2600
76561198085463363,4000
76561198162668758,4000
76561198097730477,4000
76561198089820203,4000
Deepcrysis,4000
76561198030329440,3910
Deerhunter666,24740
Default456,4000
76561198058166539,4000
215251,4000
76561198152193053,4000
Shay181,4000
76561198073817826,220
Degen97,240
76561198091125007,4000
76561197994831363,220
Delph,1200
Deltalink21,220
76561198050438527,300
Qzt,20
76561198052661205,240
Nzobiwan,4000
Demonthunder,240
George_the_giraffe,3010
76561198071716213,70
Denied72,240
76561198034337192,500
76561198056953510,10
76561198047363411,30
76561198046816537,240
76561198194938153,4000
Girbobjack,3830
Depozet,220
76561198068479124,4000
Getmlgrekt,300
Boyangbao,10
Meeman,280
Xxxgamesta101xxx,220
Derkness,70
76561198086282677,240
76561198116133680,4000
76561198073517944,240
Derpyaura,320
Shano,220
76561198021745490,220
Someguyinsteem,4000
Derpyegg,220
Beepbeepimasheep,4000
Derpydoesntgiveashit,240
76561198032293266,2620
76561198057406795,10
76561198084066563,92800
76561198091717988,220
76561198126500843,4760
76561198038261903,4000
Destruktikus,3320
Des_mondo,1670
76561198077533366,70
76561198066881691,3830
76561198042146054,300
76561198093191096,4000
Device600,70
Devmabby,220
76561197980614542,220
76561198107732375,4000
76561198061601793,10
76561198070069790,240
Wenndiesoldaten,1200
Kingoftheheavy,4000
Tacticallynx,220
76561198056634976,4000
76561198069149771,105600
Sir_afrodite,10
76561198114039731,4000
Digfernandes,300
Dijakeplays,20
Ohplsguuby,220
Zelmar,10
76561198062359337,220
76561198078738809,105600
76561198071578365,240
Dingo055,1900
Nathanielpeace,240
76561198054421576,240
76561198127302850,240
76561198072486822,240
Diseption,4000
76561198099102298,4000
76561197986594271,240
76561198077992470,105600
76561198059166102,220
76561198038374904,240
76561198023646825,240
Shrikeshrikeshrikeshrikeshrike,4000
Lucifer666678,240
76561197994136663,3910
Efefuyg3g4u5u22u4yv,4000
76561198064309861,4000
76561198058711482,240
76561198072373072,4000
Dimitriirfan,4000
76561198064622636,17410
76561198106067504,240
76561198023903233,6980
Kingofopportunity,4000
Doctorpotatoes,220
76561198103858676,4000
76561198092981834,4000
76561198083029873,50
76561198047825496,70
76561197994380497,8080
76561198067939720,4000
76561198070499931,4000
1920410,240
76561198049760472,4000
Joaothekiller,4000
Domee,4000
6294421419,4000
76561198059347479,240
76561198076129408,4000
Andypandy44,240
76561198081443272,4000
Regentorange,4000
Doomsminator,220
76561198120646995,17390
Awesomedoormat,220
Diglekango,300
76561198060089846,4000
76561198055370293,4000
Duzim,30
Teemolololol,220
76561197995098683,300
Dropbear99,4000
Ghandisikh,240
Swscorpian,50
76561197983126861,10
Thecosplayermotherfucker,4000
Durolan2535,8930
76561197997884293,4000
76561198100205554,240
Whatcanisayimjusttoogood,400
76561198009819704,240
123repulseme,220
76561197969800840,10
Cab117,220
Drvendax,240
76561198070571964,70
76561198054212632,219640
76561198090773476,4000
Dragoten,10
76561198051638090,220
Thedragon347,4000
76561198015157743,220
Totallycleverid,4000
76561198073725626,240
Dragonxx5,220
76561198054978831,240
Drag_riper,4000
76561198043781609,12120
76561198010309907,320
76561198045774424,240
76561197991766223,4000
76561198084378649,4000
76561198172455607,220
76561197977615598,220
Drewwyg,70
76561198024886663,34600
Foxeia,24240
Drmolo,10
76561198153904644,4000
76561198028061147,220
Ashley1222,4000
76561198061987145,4000
76561198098848104,104900
Lonat,240
76561198165512984,4000
Biggertonfaggot,220
Mrenigmate,3830
76561198094102814,240
76561198065002838,240
Axe603,300
76561198070983798,240
76561198090724989,6910
Jamesdurham23jubileerd,300
76561198006977846,220
76561198040454306,1520
76561198018159202,240
76561198080980901,240
76561198066955730,4000
Dweg,240
76561198068133714,4000
76561198056288026,240
76561198010375422,240
76561198083892512,10
Dyslexicdew,4000
Dysloyal,4000
Themadnote,20
76561198012135937,220
Eack,1520
76561198101296113,4000
76561198049330006,240
76561198070239906,4000
76561198060822442,32330
76561198049435011,10
76561198049752484,220
76561198084637047,4000
76561198105310142,4560
Edgar_its_the_popo,39800
76561198078017141,4000
Riseofnations231,105600
76561198063572874,240
Dingarooef,240
Efey123,4000
76561198011743390,70
Efreak,1610
76561198038840599,240
Eggrith,4000
76561198045236145,4000
76561198008150212,240
Succforcancer,1520
76561198060670197,4000
76561198027043431,4000
76561198151870370,4000
Uberducklord,220
76561198073069235,550
76561198065712655,1250
Cormalgus,240
76561198057617947,550
Jzargo4pres,240
Xavvplays,20
76561198060852416,4000
76561198056254879,240
Elchuzzy69,3830
76561198053858353,17080
117331,4000
76561198086204732,4000
Clarkos,70
Susanoofag,4000
Eljefe2171,4000
76561198068723507,22230
76561198073754800,240
76561198140431707,4000
76561198018465863,220
Lapfuckstrax,4000
76561198047866299,4000
9618,220
Emgee2,70
Pon2543007,220
76561198086225444,4000
76561198064445006,227300
En-esta-partecita-esta-zacler,4000
76561198083383461,3330
Martinz,240
76561198075233562,240
76561198059831638,4000
Enderray10420,4000
Mr_doge,300
Enigmedic,10
76561198026040814,1530
76561198010531550,4700
76561198018316773,220
76561198059783767,4000
Purplegenius,4000
En_tion,220
76561198154493361,4000
76561198069896420,4000
76561198065821181,220
76561198083090908,4000
Epiccheezus,4000
76561198042410388,10
76561198047996563,10
76561198020571988,220
Fedeacv2,10
76561198065064285,10500
76561198047688625,240
Akiomio,4700
76561198170217862,3920
Eryene,17410
76561198073082088,4000
76561198061319237,240
Eternumhd,4000
76561198013247974,20
Specialsomeone,240
Foodeater101,240
